,Year,Month,Latitude,Longitude,Depth,Region,Coral_cover,Reef_complexity,SST,NPP,Wave_exposure,Habitat_type_classLV2,Coral_area_UFRTM_20km,Coral_area_UFRTM_200km,Depth_Sbrocco,Deepwater,FSA,Marina_slips_10km,Marina_slips_25km,Marine_reserve,Population_20km,Population_50km,Recreational_fishermen_50km,Tourist_fishing,SG_permits_50km,SG_charter_permits_25km,Total_gravity,Keys_Divisions,Nursery_mangroves,Commercial_pounds_landed,Pop_per_area_reef_20km,impact,HABITAT_CD,Diversity_index
2488,2018,August,24.52175528,-81.65285657,7.494449339,FLA KEYS,15.27929515,1.09969163,23.5448853,801.1207275,6.734158516,Pavement,127764,1081156,-6.0,4082.842773,9752.691406,112,745,Open,40553,48057,9484,1.720456693,76,177,94.0,Lower Keys,2208309.5,855670.2,0.317405529,0.38022134081439807,ISOL_MR,0.638822779
2489,2018,August,24.5226693,-81.64595461,7.546901173,FLA KEYS,10.45309883,1.197654941,23.5653015,801.9609375,6.76009798,Individual or Aggregated Patch Reef,126699,1082856,-7.0,4000.0,9094.112305,49,745,Open,40853,48057,9484,1.720456693,76,177,94.0,Lower Keys,2384329.5,855670.2,0.322441377,0.382,ISOL_MR,0.809390125
2490,2018,June,24.52872989,-81.48339006,16.29776536,FLA KEYS,6.005586592,1.450558659,23.7955872,672.065918,7.160384178,Aggregate Reef,120190,1120007,-16.0,641.4213867,9808.326172,0,60,Open,6639,54971,10991,2.009403884,76,62,82.0,Lower Keys,105184.5078,855670.2,0.055237541,0.033,SPGR_LR,0.827996022
2491,2018,June,24.52963985,-81.47153006,16.05234522,FLA KEYS,3.998123827,1.274765478,23.8079163,663.9644165,7.166614056,Aggregate Reef,112971,1123451,-27.0,241.4213562,11049.74707,0,68,Open,6421,55667,11149,2.113994628,76,62,82.0,Lower Keys,100267.625,855670.2,0.056837595,0.033,SPGR_LR,0.794032397
2492,2018,September,24.53322607,-81.86996879,2.4,FLA KEYS,0.0,0.25,23.1328674,1228.520874,6.706450939,Pavement,138131,1059381,-2.0,9900.0,10361.01758,391,733,Open,37183,43698,8337,1.67589371,70,126,126.0,Marquesas,1080457.625,855670.2,0.269186497,0.3696315951748521,ISOL_LR,0.825396825
2493,2018,June,24.53820555,-81.45357891,5.644463972,FLA KEYS,1.0,0.690685413,23.7628113,707.8751221,7.167988777,Pavement,113119,1129683,-9.0,900.0,12821.32031,0,68,Open,7839,56326,11326,2.286345523,76,62,82.0,Lower Keys,136174.9063,855670.2,0.069298703,0.12571251036454342,SPGR_LR,0.8747775
2494,2018,September,24.53979654,-81.49020916,7.746434635,FLA KEYS,9.94057725,1.051188455,23.7160278,771.3308105,7.157608509,Individual or Aggregated Patch Reef,134477,1121561,-8.0,2000.0,9605.382813,0,122,Open,7512,54779,10991,2.007572529,76,188,82.0,Lower Keys,270161.6563,855670.2,0.055860854,0.065,CONT_MR,0.932038968
2495,2018,June,24.54245191,-81.43418868,8.30587156,FLA KEYS,2.0,0.887683486,23.7486816,709.56427,7.152632713,Pavement,111063,1135543,-9.0,1048.528198,10714.21387,8,240,Open,8239,56358,11336,2.286752491,91,62,82.0,Lower Keys,149051.875,855670.2,0.074183121,0.1704096306451002,CONT_LR,0.869848334
2496,2018,August,24.55058022,-81.69836871,3.85754352,FLA KEYS,2.050290135,0.38631528,23.3246094,1134.480225,6.692808628,Pavement,164670,1076412,-4.0,8682.842773,10318.37695,622,745,Closed,40545,48057,9484,0.0,76,177,133.0,Lower Keys,4028944.5,855670.2,0.246219712,0.37785836369370046,ISOL_LR,0.83037631
2497,2018,August,24.55076627,-81.58693736,3.244555354,FLA KEYS,5.536297641,0.674092559,23.5354248,1011.340637,7.04443264,Individual or Aggregated Patch Reef,141235,1097817,-3.0,6000.0,6469.848633,10,757,Open,23864,48228,9519,1.722491532,76,177,84.0,Lower Keys,4374999.0,855670.2,0.168966616,0.382,ISOL_MR,0.92429136
2498,2018,September,24.55160517,-81.43135404,8.634831461,FLA KEYS,1.516853933,0.379213483,23.6883789,764.9075928,7.138894558,Individual or Aggregated Patch Reef,119384,1138089,-8.0,1924.264038,10000.0,8,240,Open,8528,56371,11338,2.286752491,91,62,82.0,Lower Keys,282337.4375,855670.2,0.071433358,0.174,CONT_LR,0.88997653
2499,2018,September,24.55135591,-81.40667253,3.297402597,FLA KEYS,0.256493506,0.225649351,23.7327209,717.0340576,7.134195805,Reef Rubble,112294,1142289,-5.0,1382.842773,7500.0,8,230,Closed,8346,56423,11386,0.0,91,62,86.0,Lower Keys,269965.9688,855670.2,0.07432276,0.11703921154218,RUBB_LR,0.817277304
2500,2018,September,24.55325294,-81.44021988,6.760589812,FLA KEYS,2.732350313,0.403529937,23.6622559,794.8638306,7.13702631,Pavement,124453,1137038,-7.0,2482.842773,10982.84277,8,240,Open,8505,56358,11336,2.286752491,91,62,82.0,Lower Keys,378127.75,855670.2,0.068339052,0.15228082936689252,CONT_LR,0.928125299
2501,2018,September,24.56047505,-81.33605452,16.65483005,FLA KEYS,4.005366726,1.626341682,23.8155151,614.545166,7.346807957,Aggregate Reef,116926,1155904,-18.0,641.4213867,824.2640991,23,230,Open,6585,57537,11606,2.401720916,91,62,110.0,Lower Keys,283905.9063,855670.2,0.056317671,0.1,SPGR_HR,0.763559793
2502,2018,September,24.56720894,-81.38860026,6.930534979,FLA KEYS,13.35843621,1.637613169,23.7013184,769.5193481,7.110543728,Individual or Aggregated Patch Reef,123068,1149275,-9.0,2641.421387,5641.421387,8,230,Closed,8322,56866,11465,0.0,91,62,107.0,Lower Keys,593198.9375,855670.2,0.067621153,0.1,ISOL_MR,0.929700547
2503,2018,July,24.5679043,-81.65905089,2.1,FLA KEYS,1.253183154,0.187659158,23.2615906,1281.734375,6.603136063,Pavement,173172,1088485,-4.0,9441.420898,12565.18066,342,745,Open,41457,48057,9484,1.720456693,76,177,76.09243917537144,Lower Keys,7289659.0,855670.2,0.239397824,0.3700203514901699,ISOL_LR,0.894983804
2504,2018,September,24.57343029,-81.36997449,7.649269718,FLA KEYS,0.0,0.137804284,23.7010742,754.3235474,7.117157459,Pavement,126681,1153595,-10.0,3000.0,3989.949463,23,230,Open,7741,57010,11508,2.316054178,91,62,107.0,Lower Keys,760989.5,855670.2,0.061106243,0.11693119207977987,RUBB_LR,0.687532674
2505,2018,June,24.56710267,-82.92720809,13.1671875,DRY TORT,2.519097222,0.694661458,23.0745178,514.4086914,7.461493015,Aggregate Reef,46556,866928,-12.0,8826.703125,22700.71484,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,6168.949219,1511066.2,0.0,0.0,CONT_LR,0.910712099
2506,2018,September,24.57906385,-81.30358122,9.050678733,FLA KEYS,2.0,0.548642534,23.7608276,583.7011719,7.338227272,Pavement,144744,1163736,-7.0,1700.0,3579.898926,23,549,Open,6281,45292,9544,1.781094906,91,62,110.0,Lower Keys,446629.8438,855670.2,0.043393854,0.28287933278772215,CONT_LR,0.895505971
2507,2018,June,24.56720521,-82.94903231,19.1355321,DRY TORT,7.198328936,0.936367634,23.1019836,515.2084351,7.472658634,Aggregate Reef,43003,847299,-18.0,6929.646484,20500.71484,0,0,Open,0,0,0,0.0,0,0,29.0,Dry Tortugas,28781.04688,1511066.2,0.0,0.0,ISOL_MR,0.919593048
2508,2018,June,24.56803359,-82.94760622,18.53398973,DRY TORT,8.10359589,1.292465753,23.0959106,516.5350952,7.473529816,Aggregate Reef,43562,849054,-18.0,7029.646484,20742.13477,0,0,Open,0,0,0,0.0,0,0,29.0,Dry Tortugas,26654.16797,1511066.2,0.0,0.0,ISOL_MR,0.932086025
2509,2018,June,24.57182013,-82.91297975,10.10629496,DRY TORT,2.23426259,0.450629496,23.0371643,520.4075317,7.418962955,Aggregate Reef,50251,879813,-15.0,9475.230469,24407.82031,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_LR,0.903959712
2510,2018,June,24.57352506,-82.92607486,13.6,DRY TORT,10.75715454,1.876533115,23.0419556,523.7268677,7.445651531,Aggregate Reef,48217,869406,-13.0,8543.860352,23190.66406,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,3427.226563,1511066.2,0.0,0.0,CONT_MR,0.923699208
2511,2018,June,24.57301833,-82.92581312,13.04791304,DRY TORT,4.802173913,1.35726087,23.0419556,523.7268677,7.445651531,Aggregate Reef,48217,869406,-13.0,8543.860352,23190.66406,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,3427.226563,1511066.2,0.0,0.0,CONT_MR,0.926107342
2512,2018,June,24.57553608,-82.94592632,15.98082192,DRY TORT,5.755993151,0.623202055,23.066217,527.6738892,7.430681229,Aggregate Reef,45458,850945,-17.0,6781.118164,21173.50586,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,24744.04297,1511066.2,0.0,0.0,CONT_LR,0.941251076
2513,2018,June,24.57585938,-82.92341477,11.6046832,DRY TORT,1.0,0.549219467,23.0255371,527.6254883,7.440104961,Aggregate Reef,49370,871456,-13.0,8443.860352,23514.92773,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,1021.547119,1511066.2,0.0,0.0,CONT_LR,0.911236547
2514,2018,June,24.57590486,-82.9026,15.14987234,DRY TORT,2.5,1.85012766,23.0127502,526.3223267,7.417014599,Aggregate Reef,51169,888040,-17.0,9616.652344,25614.92773,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_HR,0.931717715
2515,2018,October,26.335,-80.05833,26.5,SEFCRI,2.5,2.25,24.2074829,331.7530823,7.375703812,Aggregate Reef,24527,614520,-26.0,100.0,16438.47852,855,2036,Open,798116,3206177,95311,11.90457841,19,27,1697.0,SEFCRI,208126.7031,170631.4,32.54030252,0.99,LIRO,0.775610621
2516,2018,October,26.33517,-80.05543,25.0,SEFCRI,2.0,1.875,24.2176453,330.6976624,7.397027493,Individual or Aggregated Patch Reef,24460,612909,-26.0,141.4213562,16314.21387,757,2036,Open,798116,3206177,94611,11.90036528,19,27,1697.0,SEFCRI,197293.4688,170631.4,32.62943581,0.99,APRD,0.654823117
2517,2018,June,24.57667495,-82.94681057,16.54857143,DRY TORT,5.5,0.873333333,23.0628296,529.0709229,7.425448418,Aggregate Reef,45646,851073,-17.0,6739.696777,21214.92773,0,0,Open,0,0,0,0.0,0,0,29.0,Dry Tortugas,24617.3418,1511066.2,0.0,0.0,CONT_MR,0.924694187
2518,2018,June,24.57985,-82.90808986,10.99722479,DRY TORT,2.24653099,0.648381129,22.9934631,533.8434448,7.406961441,Aggregate Reef,51169,884780,-12.0,9009.545898,25280.61328,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_LR,0.927249287
2519,2018,June,24.58261524,-82.89143049,9.106468085,DRY TORT,4.008085106,1.775404255,22.97677,539.6692505,7.375069618,Aggregate Reef,51169,897545,-13.0,10526.70313,27104.87695,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,SPGR_HR,0.911639948
2520,2018,June,24.58301576,-82.88912,9.947923875,DRY TORT,5.951557093,1.024653979,22.9714905,541.8373413,7.375293255,Aggregate Reef,51169,898457,-13.0,10685.28125,27346.29883,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,SPGR_HR,0.861463445
2521,2018,August,24.59489662,-81.22851807,8.833773087,FLA KEYS,1.0,0.427704485,23.7858215,473.6056213,7.318813324,Pavement,173558,1175712,-7.0,1282.842773,11908.32617,180,945,Open,7858,20859,5135,0.783616644,37,11,106.0,Lower Keys,135384.8594,855670.2,0.045275931,0.35158017693806715,CONT_LR,0.893516527
2522,2018,July,24.58344493,-82.96656016,12.60026201,DRY TORT,0.749344978,0.55,23.0728699,527.6586914,7.385576725,Aggregate Reef,42757,833190,-16.0,4384.062012,19446.29883,0,0,Open,0,0,0,0.0,0,0,29.0,Dry Tortugas,44373.54297,1511066.2,0.0,0.0,ISOL_LR,0.90734543
2523,2018,June,24.58450449,-82.9301,13.98166384,DRY TORT,4.795840407,1.728565365,22.9993225,543.1694336,7.401501179,Individual or Aggregated Patch Reef,49789,866727,-13.0,7271.067871,23187.7207,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,7080.965332,1511066.2,0.0,0.0,CONT_MR,0.8864441
2524,2018,August,24.59990462,-81.19196538,12.2,FLA KEYS,2.987305487,1.226904177,23.7759033,522.9852295,7.316603661,Aggregate Reef,181955,1179386,-23.0,624.2640991,15856.85449,172,1153,Open,7937,20580,5086,0.792569937,37,11,106.0,Middle Keys,51305.14844,855670.2,0.043620675,0.368,SPGR_LR,0.919836689
2525,2018,June,24.59050955,-82.9263991,11.46009975,DRY TORT,7.800498753,5.428678304,22.9606262,555.5531006,7.370986462,Individual or Aggregated Patch Reef,51157,870922,-13.0,6888.225098,23877.66992,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,1863.280029,1511066.2,0.0,0.0,ISOL_HR,0.888171953
2526,2018,December,26.30383,-80.05933,24.6,SEFCRI,1.0,0.3,24.2205139,332.1914368,7.381152153,Individual or Aggregated Patch Reef,28462,646003,-31.0,0.0,19938.47852,886,2357,Open,873154,3371231,98934,31.89481921,22,29,1697.0,SEFCRI,78943.98438,170631.4,30.6778863,1.0,APRD,0.899822695
2527,2018,December,26.30392,-80.05965,22.8,SEFCRI,2.0,1.5,24.2150208,332.5452271,7.380485058,Aggregate Reef,28483,646537,-31.0,0.0,19979.89844,886,2357,Open,873154,3371231,98934,31.90213111,22,29,1697.0,SEFCRI,81318.625,170631.4,30.65526805,1.0,LIRO,0.848616874
2528,2018,December,26.30075062,-80.06719596,16.14658385,SEFCRI,1.257763975,0.869875776,24.1868835,335.124054,7.391118526,Aggregate Reef,28966,652804,-11.0,741.4213867,20569.84766,908,2334,Open,918767,3387050,100146,32.34753472,22,30,1697.0,SEFCRI,81164.49219,170631.4,31.71880826,0.992,LIRM,0.864842694
2529,2018,July,24.59500031,-82.91354994,12.1,DRY TORT,8.239130435,3.071428571,22.911554,566.3808594,7.346663475,Individual or Aggregated Patch Reef,51169,882082,-8.0,7646.803711,25384.77539,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,ISOL_HR,0.796720611
2530,2018,June,24.59531958,-82.88599518,5.248947368,DRY TORT,2.751754386,0.723421053,22.8999268,572.881958,7.343215466,Aggregate Reef,51169,899225,-4.0,10405.38281,28226.19727,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_MR,0.929526444
2531,2018,June,24.59544,-82.883944,6.061176471,DRY TORT,2.752941176,0.604705882,22.8994385,573.2039185,7.332315445,Aggregate Reef,51169,899553,-4.0,10605.38281,28426.19727,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_LR,0.913245456
2532,2018,July,24.59892112,-82.94626028,13.35069808,DRY TORT,3.746509599,1.205693717,22.9771973,567.2478638,7.2862463,Individual or Aggregated Patch Reef,49309,854413,-14.0,5008.326172,22250.46094,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,20320.92969,1511066.2,0.0,0.0,CONT_MR,0.811602352
2533,2018,September,24.61548751,-81.39272361,2.494449339,FLA KEYS,3.055506608,1.541629956,23.2729431,833.1538696,6.721244335,Pavement,159276,1158698,-4.0,8182.842773,8295.332031,27,230,Closed,8414,57010,11480,0.0,91,62,107.0,Lower Keys,2822742.25,855670.2,0.05282654,0.10229397763049065,ISOL_MR,0.926567352
2534,2018,September,24.6155796,-81.37600525,5.100549451,FLA KEYS,1.500915751,0.40018315,23.3445374,786.1502686,7.045730114,Pavement,160455,1160922,-5.0,7700.0,7122.539551,38,230,Open,8038,57415,11563,2.395412914,91,62,107.0,Lower Keys,2566909.0,855670.2,0.050095042,0.11551916851862162,ISOL_LR,0.907943934
2535,2018,June,24.60507991,-82.87389995,13.6020654,DRY TORT,6.250430293,2.349483649,22.8390747,600.6942139,7.236629963,Spur and Groove,51169,902605,-13.0,10882.33789,29881.83203,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,SPGR_HR,0.933942693
2536,2018,September,26.26911551,-80.06181482,25.92065404,SEFCRI,0.741394148,2.775817556,24.218927,334.0436401,7.355410099,Individual or Aggregated Patch Reef,32625,679269,-33.0,0.0,23821.32031,759,3086,Open,941245,3459057,102294,33.74675236,27,43,1697.0,SEFCRI,3477.87085,170631.4,28.85042146,0.765,APRD,0.879437535
2537,2018,June,24.60602584,-82.96862026,13.66487985,DRY TORT,1.74676525,0.804528651,22.9963013,560.9852295,7.296465874,Aggregate Reef,45844,834271,-14.0,2787.005859,20281.83203,0,0,Open,0,0,0,0.0,0,0,29.0,Dry Tortugas,40956.63281,1511066.2,0.0,0.0,CONT_LR,0.914771863
2538,2018,June,24.60733504,-82.95481459,11.70593692,DRY TORT,2.985157699,1.874443414,22.9753357,576.7636719,7.231574059,Individual or Aggregated Patch Reef,48780,847227,-13.0,3735.533936,21723.25391,0,0,Open,0,0,0,0.0,0,0,29.0,Dry Tortugas,27125.39844,1511066.2,0.0,0.0,ISOL_MR,0.918926229
2539,2018,July,24.6070303,-82.93243982,13.55091384,DRY TORT,4.0,1.800304613,22.901178,585.3572388,7.288526058,Individual or Aggregated Patch Reef,51169,867904,-12.0,5208.326172,24023.25391,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,4176.643066,1511066.2,0.0,0.0,ISOL_MR,0.67061264
2540,2018,September,24.62249909,-81.11342,13.25272256,FLA KEYS,2.236387208,1.156352636,23.7262512,687.9588013,7.344620705,Spur and Groove,209720,1189033,-19.0,882.8427124,24875.23047,408,1148,Closed,8318,18747,4861,0.0,37,67,106.0,Middle Keys,226550.5781,855670.2,0.039662407,0.368,SPGR_LR,0.890835072
2541,2018,September,24.62440408,-81.11544076,8.344474394,FLA KEYS,0.5,0.631446541,23.7151428,703.7037964,7.342476368,Reef Rubble,212977,1189172,-8.0,1100.0,24758.07422,408,1159,Open,8323,18792,4861,0.828993562,37,67,106.0,Middle Keys,248043.0625,855670.2,0.039079337,0.36787921553792097,CONT_MR,0.855603168
2542,2018,September,24.62451473,-81.11385521,8.001395349,FLA KEYS,0.998604651,0.525069767,23.7179504,698.734436,7.348847866,Reef Rubble,212407,1189355,-8.0,1082.842773,24958.07422,408,1148,Closed,8323,18792,4861,0.0,37,67,106.0,Middle Keys,250569.3906,855670.2,0.039184208,0.36791006698667716,SPGR_LR,0.839921682
2543,2018,September,24.62592795,-81.11145353,6.259047619,FLA KEYS,5.534126984,2.526706349,23.7123962,704.392334,7.354995251,Spur and Groove,214657,1189872,-10.0,1200.0,25240.91602,503,1148,Closed,8358,18734,4861,0.0,37,56,106.0,Middle Keys,279640.7813,855670.2,0.038936536,0.368,SPGR_HR,0.92454825
2544,2018,September,24.62666862,-81.11020829,3.818927701,FLA KEYS,3.138099106,1.850893582,23.7095581,707.1101685,7.351812363,Reef Rubble,215707,1190135,-10.0,1300.0,25382.33789,544,1148,Closed,8358,18734,4861,0.0,37,56,106.0,Middle Keys,292993.5,855670.2,0.038747004,0.36795529510113373,SPGR_HR,0.861642839
2545,2018,September,26.24705455,-80.08004316,5.54686907,SEFCRI,1.0,0.717077799,24.1621643,338.0483093,7.200230122,Ridge,36019,703897,-5.0,1400.0,26672.79297,705,3283,Open,1095276,3604826,107302,36.29160473,28,43,1731.0,SEFCRI,0.0,170631.4,30.40828452,0.803,RGSH,0.856818887
2546,2018,June,24.61599928,-82.97269979,14.701029,DRY TORT,0.247427502,0.575771749,22.9605042,572.2446899,7.398441792,Aggregate Reef,46325,831407,-14.0,1838.477661,21098.99023,0,0,Open,0,0,0,0.0,0,0,29.0,Dry Tortugas,41699.89453,1511066.2,0.0,0.0,CONT_LR,0.876979973
2547,2018,September,24.62978523,-81.11311544,3.499731423,FLA KEYS,0.250671441,0.25,23.6930176,731.0198364,7.342931271,Reef Rubble,220162,1190369,-8.0,1682.842773,25206.60156,563,1159,Closed,8323,18792,4864,0.0,37,67,106.0,Middle Keys,326984.875,855670.2,0.037803981,0.3677617762890691,RUBB_LR,0.834643955
2548,2018,June,24.62312996,-82.85995,8.852310536,DRY TORT,5.254158965,1.65064695,22.7273499,641.7810059,7.209441185,Spur and Groove,51169,907038,-12.0,11043.86035,32110.25977,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,SPGR_HR,0.919513958
2549,2018,November,26.23133991,-80.07913833,10.40704225,SEFCRI,1.5,0.873019366,24.1220947,338.5322266,7.283746243,Aggregate Reef,38934,719064,-7.0,1200.0,24789.94922,639,3295,Open,1096229,3701591,108592,39.33724446,33,42,1731.0,SEFCRI,0.0,170631.4,28.15608466,0.807,LIRI,0.854295971
2550,2018,June,26.23112504,-80.07468499,18.24925504,SEFCRI,1.750219106,1.249956179,24.1218201,338.5356445,7.289561749,Aggregate Reef,38914,717390,-15.0,800.0,24624.26367,615,3295,Open,1041807,3677662,107832,39.15273567,33,41,1731.0,SEFCRI,0.0,170631.4,26.77203577,0.807,LIRM,0.887860565
2551,2018,June,24.62491333,-82.82809572,6.350795136,DRY TORT,1.5,1.058746492,22.699762,622.796814,7.461835384,Aggregate Reef,51169,911302,-8.0,12041.4209,35393.10156,0,0,Open,0,0,0,0.0,0,0,32.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_LR,0.72808835
2552,2018,June,24.62874975,-82.8153857,9.6,DRY TORT,1.504102097,0.363012762,22.6861206,620.4354858,7.497036457,Aggregate Reef,51169,912555,-11.0,12179.89941,36858.78906,0,0,Open,0,0,0,0.0,0,0,32.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_LR,0.912623642
2553,2018,July,24.62858,-82.93294,3.002846975,DRY TORT,0.753558719,0.650711744,22.7984863,625.4428101,7.001701355,Aggregate Reef,51169,869663,-5.0,4114.213379,24917.36719,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,182.7185822,1511066.2,0.0,0.0,CONT_LR,0.89516089
2554,2018,June,24.62999,-82.80789,7.0,DRY TORT,1.0,1.7,22.6791016,617.6577148,7.503734589,Aggregate Reef,51169,912915,-11.0,11848.02344,37741.62891,0,0,Open,0,0,0,0.0,0,0,32.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_MR,0.946687587
2555,2018,June,24.62995,-82.80781,6.3,DRY TORT,3.0,0.175,22.6791016,617.6577148,7.503734589,Aggregate Reef,51169,912915,-11.0,11848.02344,37741.62891,0,0,Open,0,0,0,0.0,0,0,32.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_LR,0.810942249
2556,2018,September,24.63245,-82.85883,10.15215311,DRY TORT,1.0,0.35,22.6835876,663.6393433,6.930319786,Spur and Groove,51169,907272,-6.0,10729.64648,32624.47266,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_LR,0.812286284
2557,2018,July,24.6325887,-82.93705394,7.6,DRY TORT,1.0,0.959858854,22.7939392,629.6988525,7.130506039,Pavement with Sand Channels,51169,866683,-5.0,3548.528076,24683.05273,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,2855.564697,1511066.2,0.0,0.0,SPGR_HR,0.903875388
2558,2018,July,24.63454,-82.93813,9.44375,DRY TORT,1.239583333,1.473958333,22.7834717,633.967041,7.170725346,Pavement with Sand Channels,51169,866117,-11.0,3324.26416,24707.31641,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,2883.903076,1511066.2,0.0,0.0,SPGR_HR,0.923783638
2559,2018,September,24.64753917,-81.28496985,4.73627451,FLA KEYS,0.524509804,0.304901961,23.4982849,553.7952881,7.037689686,Pavement,200205,1177778,-5.0,8900.0,11046.80371,206,883,Open,7316,34473,7546,1.321221207,91,62,104.32158120076107,Lower Keys,2326785.25,855670.2,0.036542544,0.2536744924195375,ISOL_LR,0.607906573
2560,2018,July,24.63606573,-82.95873029,20.97080901,DRY TORT,6.271893244,3.30145955,22.8479248,618.8473511,7.426959991,Individual or Aggregated Patch Reef,51049,846941,-24.0,1182.842773,23878.88867,0,0,Open,0,0,0,0.0,0,0,29.0,Dry Tortugas,21458.99023,1511066.2,0.0,0.0,ISOL_HR,0.644396321
2561,2018,July,24.64018534,-82.96440819,21.93530435,DRY TORT,7.056521739,2.65973913,22.8251892,619.1668091,7.441402912,Aggregate Reef,50545,841957,-24.0,600.0,24130.36133,0,0,Open,0,0,0,0.0,0,0,29.0,Dry Tortugas,25068.47656,1511066.2,0.0,0.0,ISOL_HR,0.63788617
2562,2018,October,24.64155349,-82.89849139,10.45115865,DRY TORT,5.988413547,0.175579323,22.6582886,676.6913452,7.113778114,Aggregate Reef,51169,897788,-13.0,6315.433106,29038.6875,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_LR,0.859170079
2563,2018,June,24.64201,-82.898215,9.85,DRY TORT,5.25,0.175,22.6582886,676.6913452,7.113778114,Aggregate Reef,51169,897788,-13.0,6315.433106,29038.6875,0,0,Open,0,0,0,0.0,0,0,30.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_LR,0.828700677
2564,2018,November,26.19205076,-80.07954933,13.65022222,SEFCRI,1.497777778,0.649777778,24.2475525,339.3446655,7.378428459,Aggregate Reef,44620,756073,-12.0,800.0,20448.52734,1209,3422,Open,1073714,3958916,112755,46.43974415,35,42,1731.0,SEFCRI,0.0,170631.4,24.06351412,0.778,LIRM,0.868625589
2565,2018,July,24.6567197,-81.03189197,6.445551895,FLA KEYS,2.0,0.451482702,23.6958557,629.4587402,7.273818493,Pavement,240823,1201367,-7.0,1938.477661,34732.08594,935,1183,Open,9540,18587,4859,1.020064979,45,56,164.0,Middle Keys,573422.5,855670.2,0.039614156,0.3316161883809198,CONT_LR,0.929536266
2566,2018,June,24.6473249,-82.79259488,10.19963964,DRY TORT,1.5,0.525045045,22.6128174,634.9564819,7.518738747,Aggregate Reef,51012,913987,-8.0,9326.703125,40028.63672,0,0,Open,0,0,0,0.0,0,0,31.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_LR,0.897789515
2567,2018,June,24.64780488,-82.78719527,15.5,DRY TORT,0.0,0.3,22.6077209,631.8516235,7.52037096,Aggregate Reef,50740,914051,-19.0,9019.595703,40570.05859,0,0,Open,0,0,0,0.0,0,0,31.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,ISOL_LR,0.766273271
2568,2018,July,24.64864,-82.92404,10.15474957,DRY TORT,3.009499136,0.950949914,22.6668945,669.972229,7.260462761,Pavement with Sand Channels,51169,879204,-7.0,3952.691162,26728.63672,0,0,Open,0,0,0,0.0,0,0,29.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_LR,0.913641855
2569,2018,July,24.64893092,-82.92287489,8.651148936,DRY TORT,2.003829787,1.149617021,22.659021,672.5961914,7.290696621,Pavement with Sand Channels,51169,880108,-7.0,4011.269775,26870.05859,0,0,Open,0,0,0,0.0,0,0,29.0,Dry Tortugas,0.0,1511066.2,0.0,0.0,CONT_MR,0.897657096
2570,2018,June,26.17392,-80.09452105,5.608139535,SEFCRI,1.86627907,0.996511628,24.2844788,339.6942139,7.336781502,Colonized Pavement,47518,779831,-7.0,1941.421387,18969.84766,1395,3599,Open,1147366,4041061,115520,48.52488025,40,42,21200.0,SEFCRI,15346.75098,170631.4,24.14592365,0.7165905386743798,CPSH,0.810079172
